"Freq [GHz]","dB(S(1,1)) [] - n='5mm'","dB(S(1,1)) [] - n='6mm'","dB(S(1,1)) [] - n='7mm'","dB(S(1,1)) [] - n='8mm'","dB(S(1,1)) [] - n='9mm'","dB(S(1,1)) [] - n='10mm'","dB(S(1,1)) [] - n='11mm'","dB(S(1,1)) [] - n='12mm'","dB(S(1,1)) [] - n='13mm'","dB(S(1,1)) [] - n='14mm'","dB(S(1,1)) [] - n='15mm'"
4.10275689223058,-0.00979493357988392,-0.0333264409858035,-0.0910514797917582,-0.204448216143141,-0.447111559656562,-0.832833542632173,-1.49924764891742,-2.12684398668002,-2.56913737209915,-2.92257608736129,-3.12007645787471
4.11278195488722,-0.00993749613388251,-0.0338663379421883,-0.0926212635354491,-0.208042145414209,-0.455591314870315,-0.848450325683092,-1.52622006236581,-2.15784212304316,-2.59546073643036,-2.94422370010207,-3.13837883517038
4.12280701754386,-0.0100820866865981,-0.0344144088295293,-0.0942160000435833,-0.211705022610301,-0.464202348375016,-0.864353374757318,-1.55347834242095,-2.18890835382353,-2.62149634182696,-2.96539074675906,-3.15619154204521
4.1328320802005,-0.0102287440838056,-0.0349708150498591,-0.0958360580130918,-0.215438523165764,-0.472948447924309,-0.880548310694766,-1.58101914906961,-2.22003157725317,-2.64723082418834,-2.9860685482799,-3.17350889824697
4.14285714285714,-0.0103775084290543,-0.0355357232662785,-0.0974818318547533,-0.219244369956125,-0.481833645468176,-0.89704087741519,-1.60883919237905,-2.25120047199138,-2.67265111396634,-3.00624903394589,-3.19032577491088
4.15288220551378,-0.010528421123996,-0.036109305577641,-0.0991537426088465,-0.223124334257828,-0.490862191618825,-0.913836943995587,-1.636935255073,-2.2824035046277,-2.69774445882952,-3.02592475062167,-3.20663759702475
4.16290726817043,-0.0106815249100368,-0.0366917396993885,-0.100852238779034,-0.227080236678354,-0.500038533868574,-0.930942506724945,-1.66530421274721,-2.31362893791264,-2.72249844581466,-3.04508887044793,-3.22244034453967
4.17293233082707,-0.0108368639113931,-0.0372832091506494,-0.102577797093071,-0.231113948051746,-0.50936729841649,-0.948363691130579,-1.69394305129161,-2.34486483972735,-2.74690102288833,-3.06373519696549,-3.23773055215001
4.18295739348371,-0.0109944836796054,-0.0378839034480213,-0.104330923199448,-0.235227390294215,-0.518853275376498,-0.966106753969782,-1.7228488811377,-2.37609909280104,-2.77094051984303,-3.08185816966641,-3.25250530777196
4.19298245614035,-0.0111544312395545,-0.0384940183060991,-0.106112152309409,-0.23942253721472,-0.528501407089704,-0.984178085180124,-1.75201894801172,-2.40731940518215,-2.79460566845381,-3.09945286697452,-3.26676224975576
4.20300751879699,-0.0113167551370415,-0.0391137558451952,-0.107922049793932,-0.243701415275493,-0.538316779240028,-1.00258420978144,-1.78145063994511,-2.43851332146735,-2.81788562182386,-3.11651500766546,-3.28049956287169
4.21303258145363,-0.0114815054879728,-0.0397433248063792,-0.10976121174525,-0.248066104297712,-0.548304614467391,-1.02133178972181,-1.81114149036979,-2.46966823478899,-2.84076997285019,-3.13304095074278,-3.29371597311487
4.22305764411028,-0.0116487340292599,-0.0403829407742543,-0.111630265512247,-0.252518738108141,-0.558470268181833,-1.04042762565959,-1.84108917720653,-2.50077139955896,-2.86324877174332,-3.14902769379338,-3.30641074137823
4.23308270676692,-0.0118184941714231,-0.0410328264076496,-0.113529870218891,-0.2570615051231,-0.56881922629935,-1.05987865867282,-1.87129151793582,-2.53180994496373,-2.88531254253905,-3.16447286985266,-3.31858365604699
4.24310776942356,-0.0119908410530532,-0.0416932116786653,-0.115460717274403,-0.261696648867105,-0.579357104643345,-1.07969197188691,-1.90174646072006,-2.56277088920204,-2.90695229854372,-3.17937474281526,-3.33023502457143
4.2531328320802,-0.012165831597113,-0.0423643341203057,-0.117423530883483,-0.266426468424809,-0.590089649781093,-1.09987479201071,-1.93245207172206,-2.59364115445324,-2.92815955665912,-3.19373220143384,-3.34136566407808
4.26315789473684,-0.0123435245692112,-0.0430464390830649,-0.119419068564368,-0.271253318826286,-0.60102274109113,-1.12043449077084,-1.96340651883376,-2.62440758256067,-2.94892635053777,-3.20754475195339,-3.35197689108155
4.27318295739348,-0.0125239806378963,-0.0437397800008915,-0.12144812168213,-0.276179611367741,-0.612162393883192,-1.14137858623284,-1.99460805209102,-2.65505695141095,-2.96924524252425,-3.22081250943419,-3.36207051036169
4.28320802005013,-0.0127072624370675,-0.0444446186667753,-0.123511516003891,-0.281207813871996,-0.623514763416971,-1.16271474399773,-2.02605498110203,-2.68557599198595,-2.98910933434362,-3.23353618782103,-3.37164880307243
4.29323308270677,-0.0128934346305591,-0.0451612255184776,-0.125610112282325,-0.28634045089593,-0.63508614968834,-1.18445077826135,-2.05774564985863,-2.71595140606068,-3.00851227650353,-3.24571708882066,-3.3807145141494
4.30325814536341,-0.0130825639789976,-0.0458898799347183,-0.127744806873223,-0.291580103895314,-0.646883002872385,-1.2065946527231,-2.08967840933042,-2.74616988451616,-3.02744827638237,-3.25735708965324,-3.38927083908466
4.31328320802005,-0.0132747194090223,-0.0466308705422981,-0.129916532392395,-0.296929411361297,-0.658911929330549,-1.22915448133037,-2.12185158826116,-2.77621812623257,-3.04591210498172,-3.26845862974712,-3.39732141013661
4.32330827067669,-0.0134699720849615,-0.047384495534566,-0.132126258416797,-0.302391068947196,-0.671179698105466,-1.25213852884337,-2.15426346259579,-2.80608285752378,-3.06389910232751,-3.2790246964487,-3.40487028204358
4.33333333333333,-0.0136683954830348,-0.0481510630016922,-0.134374992234365,-0.307967829609087,-0.683693247840793,-1.27555521120491,-2.18691222396538,-2.83575085207064,-3.08140518151033,-3.28905880982196,-3.41192191730823
4.34335839598998,-0.0138700654682306,-0.0489308912732991,-0.136663779646588,-0.31366250378926,-0.696459694075591,-1.2994130956983,-2.21979594764691,-2.86520895130642,-3.09842683136151,-3.29856500661372,-3.41848117111975
4.35338345864662,-0.0140750603739011,-0.0497243092738125,-0.138993705827613,-0.319477959677529,-0.709486336872996,-1.32372090087589,-2.25291256039707,-2.89444408520398,-3.11496111776799,-3.30754782346215,-3.4245532759789
4.36340852130326,-0.0142834610842568,-0.050531656891224,-0.141365896243321,-0.325417123591878,-0.722780668751727,-1.34848749623949,-2.28625980853432,-2.92344329341049,-3.13100568363467,-3.31601227942694,-3.43014382608958
4.3734335839599,-0.014495351119787,-0.0513532853596818,-0.143781517633638,-0.331482980526792,-0.736350382896359,-1.37372190165329,-2.31983522661392,-2.95219374667214,-3.14655874750934,-3.32396385791984,-3.4352587615786
4.38345864661654,-0.0147108167257992,-0.0521895576565453,-0.146241779061021,-0.33767857492476,-0.750203381628578,-1.39943328646842,-2.35363610700744,-2.98068276848774,-3.16161910089094,-3.33140848811412,-3.43990435260299
4.39348370927318,-0.01492994696417,-0.0530408489145202,-0.14874793302802,-0.344007011733611,-0.764347785126738,-1.42563096833767,-2.38765947066212,-3.00889785692694,-3.17618610424767,-3.33835252591105,-3.44408718340189
4.40350877192982,-0.0151528338084248,-0.053907546849422,-0.151301276666617,-0.350471457819604,-0.778791940385415,-1.45232441169716,-2.42190203927897,-3.03682670654616,-3.19025968177658,-3.34480273454056,-3.44781413634718
4.41353383458647,-0.0153795722422884,-0.0547900522043131,-0.153903153001971,-0.357075143812924,-0.793544430410177,-1.47952322589135,-2.45636020911162,-3.06445723033215,-3.20384031494207,-3.35076626487148,-3.45109237604423
4.42355889724311,-0.0156102603618702,-0.0556887792106461,-0.156554952293106,-0.363821366468465,-0.808614083645787,-1.50723716291601,-2.49103002655231,-3.09177758160154,-3.21692903483486,-3.35625063550573,-3.45392933353121
4.43358395989975,-0.0158449994815818,-0.0566041560671005,-0.159258113453146,-0.370713491630093,-0.824009983638327,-1.53547611475264,-2.52590716563733,-3.11877617578187,-3.22952741339807,-3.36126371272794,-3.45633269062205
4.44360902255639,-0.0160838942439929,-0.0575366254369462,-0.162014125551607,-0.377754957890433,-0.839741478933732,-1.56425011026694,-2.56098690757287,-3.14544171199881,-3.24163755357087,-3.36581369038017,-3.45831036443521
4.45363408521303,-0.0163270527337075,-0.0584866449646097,-0.164824529401301,-0.384949281040643,-0.855818193216774,-1.59356931164226,-2.59626412235376,-3.17176319439256,-3.25326207840416,-3.36990906972841,-3.45987049214685
4.46365914786967,-0.0165745865955435,-0.0594546878123416,-0.167690919232572,-0.392300059404608,-0.872250035695724,-1.62344401031781,-2.63173325252192,-3.19772995308576,-3.26440411920603,-3.37355863938483,-3.46102141600378
4.47368421052632,-0.0168266111570452,-0.0604412432177675,-0.170614944457502,-0.39981098014998,-0.889047211738851,-1.65388462240016,-2.66738829908954,-3.22333166472498,-3.27506730277756,-3.37677145534634,-3.46177166862849
4.48370927318296,-0.0170832455556357,-0.0614468170732933,-0.173598311526952,-0.407485826663062,-0.90622023376972,-1.68490168351519,-2.70322280963318,-3.24855837251801,-3.28525573780241,-3.37955682120714,-3.46212995864467
4.4937343358396,-0.0173446128705032,-0.0624719325281701,-0.176642785883423,-0.415328487066602,-0.923779932428664,-1.71650584306609,-2.73922986854929,-3.27340050568959,-3.29497400045535,-3.38192426859896,-3.46210515664909
4.50375939849624,-0.0176108402594715,-0.0635171306143349,-0.179750194012728,-0.423342963947764,-0.941737468008267,-1.74870785786212,-2.77540208944957,-3.29784889827948,-3.30422711929681,-3.3838835379096,-3.46170628155183
4.51378446115288,-0.0178820591010499,-0.0645829708969532,-0.182922425597862,-0.431533385348751,-0.960104342170869,-1.78151858508095,-2.81173160966476,-3.32189480720835,-3.31302055952155,-3.38544455932653,-3.46094248730433
4.52380952380952,-0.0181584051418332,-0.0656700321507004,-0.1861614357784,-0.439904017054007,-0.978892409956244,-1.81494897452633,-2.84821008681832,-3.345529929539,-3.3213602066306,-3.38661743424848,-3.45982305003111
4.53383458646617,-0.0184400186495544,-0.066778913063007,-0.189469247519079,-0.448459276186527,-0.998113892087513,-1.84901006014149,-2.88482869742704,-3.36874641886291,-3.3292523495956,-3.38741241710465,-3.45835735557857
4.54385964912281,-0.0187270445719287,-0.0679102329652782,-0.192847954091423,-0.457203746101536,-1.01778138758343,-1.8837129507372,-2.92157813748204,-3.39153690074547,-3.33670366358506,-3.38783989761689,-3.45655488749123
4.55388471177945,-0.019019632701611,-0.0690646325934507,-0.196299721672431,-0.466142192539175,-1.03790788668485,-1.91906881989215,-2.95844862496302,-3.41389448716636,-3.34372119232135,-3.38791038353706,-3.45442521542311
4.56390977443609,-0.0193179378474504,-0.0702427748790165,-0.199826792064629,-0.475279580970336,-1.05850678410294,-1.95508889498195,-2.99542990423768,-3.43581278989591,-3.35031233013645,-3.3876344838878,-3.4519779839896
4.57393483709273,-0.0196221200123826,-0.071445345771945,-0.203431485541993,-0.48462109504126,-1.07959189259665,-1.99178444529198,-3.03251125229981,-3.45728593275233,-3.35648480379341,-3.38702289273154,-3.44922290206254
4.58395989974937,-0.0199323445781457,-0.0726730550968157,-0.207116203826608,-0.494172155995362,-1.10117745688612,-2.0291667691679,-3.0696814868004,-3.47830856268991,-3.36224665413909,-3.38608637348897,-3.44616973250918
4.59398496240602,-0.0202487824971865,-0.0739266374436692,-0.210883433201037,-0.503938442924981,-1.1232781679086,-2.06724718015643,-3.10692897582815,-3.49887585967286,-3.36760621765163,-3.38483574382504,-3.44282828237364
4.60401002506266,-0.0205716104919897,-0.0752068530950279,-0.214735747761828,-0.5139259136836,-1.14590917742304,-2.1060369920883,-3.14424164939803,-3.51898354529582,-3.3725721079444,-3.3832818611171,-3.43920839349746
4.6140350877193,-0.0209010112622032,-0.0765144889907235,-0.218675812819759,-0.524140826271094,-1.16908611296843,-2.14554750305373,-3.18160701260778,-3.53862789011677,-3.37715319728566,-3.38143560851684,-3.43531993357428
4.62406015037594,-0.0212371736998295,-0.077850359732153,-0.22270638845279,-0.53458976049215,-1.19282509318101,-2.18578997822037,-3.21901216042467,-3.55780571967525,-3.38135859819071,-3.3793078816147,-3.4311727876318
4.63408521303258,-0.0215802931128737,-0.0792153086276912,-0.22683033321804,-0.545279639682228,-1.21714274347422,-2.22677563144251,-3.25644379406554,-3.57651441917401,-3.38519764514053,-3.37690957571242,-3.42677684993326
4.64411027568922,-0.0219305714577474,-0.0806102087810975,-0.231050608029314,-0.556217752296417,-1.24205621208499,-2.26851560560996,-3.29388823893449,-3.59475193680948,-3.3886798764782,-3.3742515737072,-3.42214201628876
4.65413533834587,-0.0222882175808538,-0.0820359642247511,-0.235370280207237,-0.567411773165345,-1.26758318648864,-2.31102095168416,-3.33133146408214,-3.61251678574206,-3.39181501653101,-3.37134473458782,-3.41727817676637
4.66416040100251,-0.0226534474697001,-0.0834935110997567,-0.239792527709256,-0.578869784238336,-1.29374191018431,-2.35430260636913,-3.36875910315079,-3.62980804470469,-3.39461295800361,-3.36819988254152,-3.41219520879131
4.67418546365915,-0.0230264845139517,-0.0849838188848969,-0.244320643547205,-0.590600294657153,-1.32055119985155,-2.39837136836437,-3.40615647676781,-3.64662535725381,-3.39708374468366,-3.36482779666742,-3.40690297062129
4.68421052631579,-0.0234075597768524,-0.0865078916766643,-0.248958040400536,-0.602612260033119,-1.34803046287778,-2.44323787314696,-3.44350861634844,-3.66296892967391,-3.39923755449894,-3.36123920129117,-3.40141129518493
4.69423558897243,-0.0237969122774579,-0.0880667695225738,-0.253708255433697,-0.614915100835098,-1.3761997152553,-2.4889125662306,-3.48080028926614,-3.678839527553,-3.40108468296088,-3.35744475687297,-3.39572998427008
4.70426065162907,-0.0241947892840768,-0.0896615298101158,-0.258574955326519,-0.627518719834275,-1.40507959984522,-2.53540567484945,-3.51801602534548,-3.69423847105249,-3.4026355270268,-3.35345505149989,-3.38986880304808
4.71428571428571,-0.0246014466195197,-0.0912932887138088,-0.263561941526955,-0.640433518592562,-1.4346914050048,-2.5827271780159,-3.55514014462876,-3.70916762890106,-3.40390056940952,-3.3492805929519,-3.38383747491995
4.72431077694236,-0.0250171489784894,-0.0929632027028843,-0.268673155735962,-0.653670413022769,-1.46505708357277,-2.63088677490227,-3.59215678636239,-3.72362941114779,-3.40489036335976,-3.34493180132948,-3.37764567667022
4.734335839599,-0.0254421702577794,-0.0946724701123265,-0.27391268563469,-0.66724084808934,-1.49619927220652,-2.67989385149799,-3.62904993914467,-3.7376267607155,-3.405615517944,-3.34041900222964,-3.37130303391414
4.74436090225564,-0.0258767938997078,-0.0964223327799926,-0.279284770864734,-0.681156811756111,-1.52814131106311,-2.72975744549591,-3.66580347216978,-3.75116314379988,-3.40608668383674,-3.33575242045629,-3.36481911682386
4.75438596491228,-0.0263213132494177,-0.0982140777527779,-0.284793809272584,-0.695430848321665,-1.56090726381456,-2.78048620936337,-3.70240116749779,-3.76424253916535,-3.40631453964376,-3.33094217424985,-3.35820343611945
4.76441102756892,-0.0267760319265897,-0.10004903906479,-0.290444363429983,-0.710076071311817,-1.59452193798656,-2.83208837155675,-3.73882675327285,-3.77686942639247,-3.40630977876951,-3.32599827002021,-3.35146543931084
4.77443609022556,-0.0272412642121727,-0.101928599590768,-0.296241167442369,-0.725106176121668,-1.62901090560771,-2.88457169584145,-3.77506393780569,-3.78904877313595,-3.4060830968394,-3.32093059756676,-3.34461450717686
4.78446115288221,-0.0277173354507951,-0.103854192977997,-0.302189134058124,-0.740535452616666,-1.66440052415477,-2.93794343868305,-3.81109644442905,-3.80078602145572,-3.40564517968487,-3.31574892576845,-3.33765995046811
4.79448621553885,-0.0282045824694841,-0.105827305660112,-0.308293362091921,-0.756378797912251,-1.70071795777771,-2.99221030467997,-3.84690804702775,-3.81208707328647,-3.40500669189663,-3.31046289872669,-3.33061100682063
4.80451127819549,-0.0287033540133718,-0.10784947895645,-0.314559144175937,-0.77265172955577,-1.73799119878615,-3.0473784000132,-3.88248260613838,-3.82295827511373,-3.40417826594914,-3.30508203234342,-3.32347683786804
4.81453634085213,-0.029214011199141,-0.109922311260585,-0.320991974853344,-0.789370399332389,-1.77624908937711,-3.10345318389428,-3.91780410550579,-3.83340640192667,-3.40317049189711,-3.29961571131672,-3.31626652653989
4.82456140350877,-0.0297369279868827,-0.112047460321938,-0.327597559029012,-0.806551607909784,-1.81552134358186,-3.16043941799988,-3.95285668897808,-3.84343864051921,-3.40199390764263,-3.29407318653606,-3.30898907453512
4.83458646616541,-0.0302724916711976,-0.114226645624473,-0.334381820792986,-0.82421282052487,-1.8558385694075,-3.21834111388838,-3.9876246976145,-3.85306257221252,-3.40065898976974,-3.28846357285935,-3.30165339995944
4.84461152882206,-0.0308211033922721,-0.116461650866667,-0.341350912632778,-0.842372183900865,-1.89723229114704,-3.27716147840275,-4.02209270687544,-3.86228615507206,-3.39917614494129,-3.28279584725409,-3.29426833511668
4.8546365914787,-0.0313831786678245,-0.118754326547033,-0.348511225051296,-0.861048544565741,-1.93973497182932,-3.33690285707338,-4.05624556375821,-3.87111770569319,-3.39755570185146,-3.277078847285,-3.28684262444423
4.86466165413534,-0.0319591479466967,-0.121106592659724,-0.355869396607582,-0.880261468723891,-1.98338003577828,-3.39756667554506,-4.09006842373772,-3.87956588062857,-3.39580790372559,-3.27132126993071,-3.2793849225839
4.87468671679198,-0.0325494571850229,-0.123520441504848,-0.363432324398374,-0.900031263813296,-2.02820189124863,-3.45915337906447,-4.12354678736762,-3.88763965753013,-3.39394290135777,-3.26553167071243,-3.27190379257951
4.88471177944862,-0.0331545684459107,-0.125997940618301,-0.371207174998829,-0.920379001860847,-2.0742359531029,-3.5216623700769,-4.15666653639418,-3.89534831607733,-3.39197074667544,-3.25971846311769,-3.26440770419395
4.89473684210526,-0.0337749605235018,-0.128541235826093,-0.379201395881555,-0.941326544729594,-2.12151866549293,-3.58509194399642,-4.18941396923348,-3.9027014187619,-3.38990138681901,-3.25388991830281,-3.25690503233846
4.90476190476191,-0.0344111295924689,-0.131152554428294,-0.387422727333471,-0.962896571334123,-2.17008752450616,-3.64943922322861,-4.22177583566152,-3.90970879159735,-3.38774465872369,-3.24805416505797,-3.24940405560795
4.91478696741855,-0.035063589883914,-0.133834208517915,-0.395879214890653,-0.98511260688445,-2.21998110073568,-3.7147000895431,-4.25373937056669,-3.91638050481968,-3.38551028418987,-3.24221919001928,-3.24191295491659
4.92481203007519,-0.0357328743887121,-0.13658859844012,-0.404579222311742,-1.00799905420477,-2.27123906173031,-3.78086911491206,-4.28529232661562,-3.92272685364293,-3.38320786542774,-3.23639283811264,-3.23443981222881
4.93483709273183,-0.0364195355893671,-0.139418216397445,-0.413531445111068,-1.03158122716165,-2.32390219427947,-3.84793949095204,-4.31642300568566,-3.92875833913086,-3.38084688106109,-3.23058281321478,-3.2269926093811
4.94486215538847,-0.0371241462214915,-0.142325650206702,-0.422744924672849,-1.0558853862264,-2.37801242648513,-3.91590295712867,-4.3471202889207,-3.93448564924282,-3.37843668257494,-3.22479667901725,-3.21957922699103
4.95488721804511,-0.037847300066023,-0.14531358721349,-0.432229062968476,-1.08093877618892,-2.43361284957186,-3.98474972790941,-4.37737366527209,-3.93991964010912,-3.37598649119127,-3.21904186007966,-3.21220744345021
4.96491228070175,-0.0385896127733023,-0.148384818370326,-0.441993637898851,-1.10676966603426,-2.4907477393836,-4.05446841907574,-4.40717325839199,-3.94507131758759,-3.37350539515669,-3.21332564305913,-3.20488493399856
4.9749373433584,-0.0393517227202625,-0.151542242484466,-0.452048819284168,-1.13340739098976,-2.54946257751424,-4.12504597343517,-4.43650985175388,-3.9499518191497,-3.37100234742588,-3.20765517810325,-3.19761926987784
4.98496240601504,-0.0401342919018544,-0.154788870641713,-0.462405185523554,-1.16088239674777,-2.6098040720174,-4.19646758620509,-4.46537491188287,-3.95457239614146,-3.36848616372446,-3.20203748039453,-3.19041791756291
4.99498746867168,-0.0409380068579461,-0.158127830812463,-0.473073740946864,-1.18922628586849,-2.67182017763898,-4.26871663037327,-4.49376060958795,-3.9589443964602,-3.36596552097494,-3.19647943183485,-3.18328823806955
5.00501253132832,-0.0417635796369965,-0.161562372646313,-0.484065933880909,-1.21847186636735,-2.7355601155141,-4.34177458237588,-4.52165983909813,-3.96307924768497,-3.36344895606947,-3.19098778285886,-3.17623748633834
5.01503759398496,-0.0426117487976426,-0.16509587246167,-0.495393675451918,-1.2486532024926,-2.80107439226864,-4.41562094847169,-4.54906623501616,-3.96698844069504,-3.36094486497315,-3.18556915436602,-3.1692728106943
5.0250626566416,-0.0434832804495712,-0.168731838436661,-0.507069359145582,-1.27980566770066,-2.8684148184631,-4.49023319223125,-4.57597418701464,-3.97068351380648,-3.35846150214201,-3.18023003976115,-3.16240125238256
5.03508771929825,-0.0443789693348516,-0.172473916007706,-0.519105881145216,-1.31196599983903,-2.93763452631444,-4.56558666360189,-4.60237885221264,-3.97417603745432,-3.35600698023982,-3.17497680709451,-3.15562974518056
5.04511278195489,-0.0452996399510319,-0.17632589348194,-0.531516661467585,-1.34517235854916,-3.00878798662908,-4.64165453005398,-4.62827616518372,-3.97747759944342,-3.35358927013821,-3.16981570129201,-3.14896511508776
5.05513784461153,-0.0462461477172611,-0.18029170786959,-0.544315665914651,-1.37946438490484,-3.08193102487666,-4.71840771035934,-4.65366284555988,-3.98059979078804,-3.35121620118505,-3.16475284646776,-3.14241408009381
5.06516290726817,-0.0472193801845908,-0.184375450942149,-0.557517428857763,-1.41488326330427,-3.15712083633059,-4.79581481160039,-4.67853640321009,-3.98355419215708,-3.34889546172616,-3.15979424831078,-3.13598325002688
5.07518796992481,-0.0482202582917618,-0.188581375521959,-0.571137076868841,-1.45147178563719,-3.23441600019639,-4.87384207005696,-4.702895140986,-3.98635236093815,-3.34663459986591,-3.15494579653854,-3.12967912648367
5.08521303258145,-0.0492497376675607,-0.192913902008409,-0.5851903532106,-1.48927441775109,-3.31387649264255,-4.95245329666702,-4.72673815504157,-3.98900581893099,-3.34444102445293,-3.15021326741062,-3.1235081028428
5.09523809523809,-0.0503088099808707,-0.197377625145543,-0.599693643194842,-1.5283373682434,-3.39556369864116,-5.03160982780631,-4.75006533274746,-3.99152604067771,-3.34232200627702,-3.14560232629591,-3.11747646436386
5.10526315789474,-0.0513985043394656,-0.201977321035282,-0.614664000414252,-1.56870865960911,-3.47954042251486,-5.11127048218086,-4.77287734823486,-3.99392444243433,-3.34028467946444,-3.14111853028742,-3.11159038837398
5.11528822055138,-0.0525198887384972,-0.206717954399809,-0.630119173849016,-1.61043820177559,-3.56587089707506,-5.19139152467283,-4.79517565561664,-3.99621237178573,-3.3383360430588,-3.13676733085923,-3.1058559445443
5.12531328320802,-0.0536740715595044,-0.211604686095806,-0.64607763584452,-1.65357786805911,-3.6546207912196,-5.27192663802556,-4.81696247994688,-3.99840109790341,-3.33648296277545,-3.13255407656036,-3.10027909525852
5.13533834586466,-0.0548622031207256,-0.216642880882335,-0.662558610950598,-1.69818157357937,-3.74585721583841,-5.35282690329365,-4.83824080599199,-4.00050180244327,-3.33473217291774,-3.12848401574097,-3.09486569607583
5.1453634085213,-0.0560854772791812,-0.221838115442883,-0.679582105606191,-1.74430535617128,-3.83964872785067,-5.43404079002126,-4.85901436489819,-4.00252557107845,-3.33309027844395,-3.12456229930641,-3.08962149629066
5.15538847117795,-0.0573451330850344,-0.227196186660897,-0.697168938645326,-1.79200745983524,-3.93606533216542,-5.51551415714112,-4.87928761885082,-4.00448338566021,-3.33156375717432,-3.12079398349536,-3.0845521395913
5.16541353383459,-0.0586424564883516,-0.232723120146342,-0.715340772591493,-1.84134842077031,-4.03517848131913,-5.59719026560947,-4.89906574383082,-4.00638611699815,-3.33015896212797,-3.11718403267835,-3.07966316482001
5.17543859649123,-0.0599787820981591,-0.238425179009211,-0.734120145697119,-1.89239115603766,-4.13706107249568,-5.67900980380497,-4.91835461058252,-4.00824451824938,-3.32888212398019,-3.11373732217344,-3.07496000683639
5.18546365914787,-0.0613554949935595,-0.244308872873629,-0.7535305046731,-1.94520105490541,-4.24178744157513,-5.76091092672122,-4.93716076391444,-4.01006921890462,-3.32773935363079,-3.11045864107617,-3.07044799748641
5.19548872180451,-0.0627740325860948,-0.250380967123762,-0.773596238039796,-1.99984607293064,-4.34943335378593,-5.84282930997126,-4.9554914004617,-4.01187071935823,-3.32673664487518,-3.10735269510126,-3.06613236667895
5.20551378446115,-0.0642358865323984,-0.256648492370015,-0.794342710015637,-2.05639682883963,-4.46007599044634,-5.92469821959551,-4.97335434504389,-4.01365938604772,-3.32587987716968,-3.10442410943365,-3.06201824357188
5.21553884711779,-0.0657426046955474,-0.263118754120677,-0.815796294842114,-2.11492670427457,-4.57379393117485,-6.00644859862188,-4.99075802575675,-4.01544544714736,-3.32517481848376,-3.10167743158697,-3.05811065786906
5.22556390977444,-0.0672957931531752,-0.26979934264059,-0.837984411423979,-2.17551194648238,-4.69066713081805,-6.08800917126301,-5.00771144793919,-4.01723898879973,-3.32462712823176,-3.09911713426776,-3.05441454123032
5.23558897243108,-0.0688971182497405,-0.276698142974138,-0.860935558141455,-2.23823177403222,-4.81077689018845,-6.16930656555333,-5.02422416715896,-4.01904995186831,-3.32424236027758,-3.09674761824391,-3.05093472879544
5.24561403508772,-0.0705483086897106,-0.283823345105157,-0.884679347665774,-2.30316848565959,-4.93420581951429,-6.25026545512194,-5.04030626136157,-4.02088812919348,-3.32402596600599,-3.0945732152162,-3.0476759608236
5.25563909774436,-0.0722511576677181,-0.291183454220998,-0.909246541581225,-2.37040757234975,-5.06103779327607,-6.33080872066813,-5.05596830232666,-4.0227631633341,-3.32398329745471,-3.09259819069196,-3.04464288444921
5.265664160401,-0.0740075250308762,-0.298787301041826,-0.934669084584844,-2.44003783279022,-5.19135789482964,-6.41085763155087,-5.07122132657472,-4.02468454477627,-3.32411961050203,-3.09082674686017,-3.04184005555514
5.27568922305764,-0.0758193394675049,-0.306644052169389,-0.960980137999107,-2.51215149234258,-5.32525234888808,-6.49033204772405,-5.08607680586508,-4.02666161059066,-3.32444006810493,-3.08926302546746,-3.03927194076402
5.28571428571429,-0.0776886007154535,-0.314763220401797,-0.988214112292971,-2.58684432570719,-5.46280843954075,-6.56915064204247,-5.10054661742268,-4.02870354351991,-3.32494974358313,-3.08791111069477,-3.03694291954795
5.29573934837093,-0.0796173817820399,-0.323154674952093,-1.01640669826176,-2.66421578348208,-5.60411441101839,-6.64723114273317,-5.1146430140275,-4.03081937147718,-3.32565362394494,-3.08677503203462,-3.03485728645712
5.30576441102757,-0.0816078311661871,-0.331828651498728,-1.04559489646626,-2.74436912284875,-5.74925934785198,-6.72449059557133,-5.12837859409546,-4.03301796743736,-3.32655661325129,-3.08585876716899,-3.03301925346744
5.31578947368421,-0.0836621750720174,-0.340795761985063,-1.07581704447583,-2.82741154265312,-5.89833303040448,-6.80084564502408,-5.14176627187426,-4.0353080497023,-3.3276635360143,-3.08516624484828,-3.03143295244696
5.32581453634085,-0.0857827196012233,-0.35006700407294,-1.10711284139828,-2.91345432318983,-6.05142576095764,-6.87621283333024,-5.15481924787169,-4.03769818252182,-3.32897914062755,-3.08470134777169,-3.030102437741
5.33583959899749,-0.0879718529099486,-0.359653770141708,-1.13952336911038,-3.00261297104285,-6.20862815458862,-6.95050891617457,-5.16755097962733,-4.04019677705231,-3.33050810282538,-3.08446791546973,-3.02903168887554
5.34586466165413,-0.0902320473135317,-0.369567855709043,-1.17309110952685,-3.09500736938357,-6.37003088794473,-7.02365119329653,-5.17997515293146,-4.04281209263547,-3.33225502916869,-3.08446974718966,-3.02822461337822
5.35588972431078,-0.0925658613203854,-0.37982146713316,-1.20785995716123,-3.1907619341799,-6.5357243976864,-7.0955578520499,-5.19210565358784,-4.04555223837954,-3.33422446055545,-3.08471060478491,-3.02768504971627
5.36591478696742,-0.0949759415735685,-0.390427228437393,-1.24387522613904,-3.29000577682515,-6.70579851878216,-7.16614832161022,-5.20395653980927,-4.04842517502634,-3.33642087575408,-3.08519421560943,-3.02741677035055
